Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Notes
OECD Env-Growth,SSP5,PYF,GDP|PPP,Annual Average Growth [%],2.182,1.800,2.247,2.734,3.102,3.086,2.926,2.657,2.389,2.221,2.052,1.927,1.752,1.589,1.473,1.379,1.291,1.187,,
OECD Env-Growth,SSP1,QAT,GDP|PPP,Annual Average Growth [%],10.846,4.594,3.017,2.016,1.714,1.326,0.912,0.582,0.516,0.548,0.401,0.146,-0.116,-0.277,-0.406,-0.521,-0.649,-0.803,,
OECD Env-Growth,SSP2,QAT,GDP|PPP,Annual Average Growth [%],10.913,5.246,3.531,2.345,1.505,1.138,1.030,0.992,1.120,1.248,1.159,0.968,0.739,0.523,0.323,0.160,0.002,-0.150,,
OECD Env-Growth,SSP3,QAT,GDP|PPP,Annual Average Growth [%],10.226,5.081,3.358,2.160,1.358,0.969,0.630,0.462,0.613,0.569,0.630,0.603,0.540,0.473,0.414,0.364,0.290,0.206,,
OECD Env-Growth,SSP4,QAT,GDP|PPP,Annual Average Growth [%],10.854,5.484,4.279,3.465,2.711,1.840,1.225,0.805,0.699,0.687,0.509,0.257,-0.005,-0.220,-0.415,-0.569,-0.720,-0.874,,
OECD Env-Growth,SSP5,QAT,GDP|PPP,Annual Average Growth [%],11.569,6.088,5.496,4.874,3.916,2.956,2.180,1.652,1.442,1.352,1.162,0.900,0.654,0.514,0.408,0.302,0.188,0.065,,
IIASA GDP,SSP1,R32AUNZ,GDP|PPP,Annual Average Growth [%],4.831,3.862,3.743,3.276,2.853,2.494,2.205,1.960,1.781,1.652,1.514,1.356,1.199,1.038,0.887,0.733,0.604,0.517,,
IIASA GDP,SSP2,R32AUNZ,GDP|PPP,Annual Average Growth [%],4.878,3.877,3.679,3.136,2.675,2.310,2.033,1.802,1.635,1.510,1.382,1.246,1.110,0.977,0.855,0.732,0.614,0.514,,
IIASA GDP,SSP3,R32AUNZ,GDP|PPP,Annual Average Growth [%],3.452,1.560,1.093,0.946,0.941,0.969,0.957,0.881,0.793,0.706,0.613,0.522,0.417,0.296,0.177,0.074,-0.008,-0.085,,
IIASA GDP,SSP4,R32AUNZ,GDP|PPP,Annual Average Growth [%],4.927,3.909,3.647,2.999,2.474,2.098,1.835,1.615,1.450,1.318,1.177,1.037,0.892,0.738,0.584,0.425,0.268,0.135,,
IIASA GDP,SSP5,R32AUNZ,GDP|PPP,Annual Average Growth [%],4.972,4.262,4.438,4.172,3.827,3.473,3.178,2.924,2.731,2.594,2.452,2.282,2.111,1.946,1.796,1.652,1.534,1.451,,
OECD Env-Growth,SSP1,R32AUNZ,GDP|PPP,Annual Average Growth [%],3.316,3.296,2.952,2.819,2.768,2.626,2.474,2.192,1.997,1.940,1.845,1.705,1.513,1.344,1.170,1.033,0.933,0.840,,
OECD Env-Growth,SSP2,R32AUNZ,GDP|PPP,Annual Average Growth [%],3.295,3.237,2.721,2.347,2.134,2.053,2.010,1.848,1.745,1.761,1.731,1.658,1.527,1.413,1.291,1.197,1.128,1.061,,
OECD Env-Growth,SSP3,R32AUNZ,GDP|PPP,Annual Average Growth [%],3.062,2.816,2.115,1.582,1.244,1.035,0.886,0.640,0.489,0.506,0.491,0.407,0.251,0.146,0.052,0.016,0.013,-0.043,,
OECD Env-Growth,SSP4,R32AUNZ,GDP|PPP,Annual Average Growth [%],3.243,3.178,2.867,2.736,2.679,2.522,2.373,2.110,1.916,1.869,1.769,1.619,1.412,1.255,1.089,0.958,0.851,0.725,,
OECD Env-Growth,SSP5,R32AUNZ,GDP|PPP,Annual Average Growth [%],3.530,3.688,3.659,3.820,3.872,3.714,3.559,3.288,3.106,3.059,2.980,2.880,2.731,2.558,2.391,2.255,2.155,2.082,,
PIK GDP-32,SSP1,R32AUNZ,GDP|PPP,Annual Average Growth [%],2.712,3.489,2.931,2.575,2.452,2.125,1.952,1.513,1.263,1.328,1.296,1.176,0.913,0.762,0.619,0.558,0.542,0.504,,
PIK GDP-32,SSP2,R32AUNZ,GDP|PPP,Annual Average Growth [%],2.723,3.474,2.904,2.560,2.460,2.152,1.997,1.578,1.353,1.441,1.430,1.331,1.080,0.915,0.744,0.651,0.615,0.567,,
PIK GDP-32,SSP3,R32AUNZ,GDP|PPP,Annual Average Growth [%],2.495,2.929,2.027,1.551,1.333,0.927,0.714,0.294,0.062,0.145,0.119,-0.017,-0.351,-0.511,-0.631,-0.643,-0.605,-0.706,,
PIK GDP-32,SSP4,R32AUNZ,GDP|PPP,Annual Average Growth [%],2.862,3.606,3.029,2.608,2.446,2.083,1.873,1.437,1.170,1.211,1.145,1.006,0.694,0.537,0.351,0.240,0.195,0.080,,
PIK GDP-32,SSP5,R32AUNZ,GDP|PPP,Annual Average Growth [%],2.718,3.810,3.589,3.388,3.390,3.178,3.087,2.680,2.478,2.602,2.642,2.597,2.450,2.277,2.174,2.179,2.166,2.155,,
IIASA GDP,SSP1,R32BRA,GDP|PPP,Annual Average Growth [%],3.323,3.537,2.974,2.559,2.668,2.755,2.650,2.332,1.910,1.438,1.136,0.990,0.915,0.827,0.699,0.513,0.322,0.140,,
IIASA GDP,SSP2,R32BRA,GDP|PPP,Annual Average Growth [%],3.299,3.374,2.749,2.374,2.170,2.081,2.410,2.563,2.420,2.022,1.598,1.295,1.143,1.071,1.016,0.957,0.906,0.853,,
IIASA GDP,SSP3,R32BRA,GDP|PPP,Annual Average Growth [%],3.299,3.254,2.483,2.046,1.864,1.855,1.864,1.894,1.814,1.656,1.421,1.226,1.152,1.105,1.065,1.045,1.067,1.131,,
IIASA GDP,SSP4,R32BRA,GDP|PPP,Annual Average Growth [%],3.164,2.959,2.003,1.416,1.156,1.119,1.103,1.131,1.025,0.815,0.487,0.174,-0.016,-0.147,-0.272,-0.390,-0.457,-0.511,,
IIASA GDP,SSP5,R32BRA,GDP|PPP,Annual Average Growth [%],3.342,3.666,3.248,2.963,3.156,3.277,3.164,2.811,2.394,2.120,1.947,1.830,1.697,1.540,1.350,1.112,0.878,0.661,,
OECD Env-Growth,SSP1,R32BRA,GDP|PPP,Annual Average Growth [%],3.204,3.955,3.694,3.573,3.501,3.230,2.843,2.420,2.098,1.807,1.474,1.188,1.001,0.811,0.626,0.433,0.266,0.096,,
OECD Env-Growth,SSP2,R32BRA,GDP|PPP,Annual Average Growth [%],3.291,4.001,3.283,2.682,2.274,2.099,1.913,1.722,1.619,1.523,1.382,1.284,1.244,1.153,1.074,1.019,0.987,0.956,,
OECD Env-Growth,SSP3,R32BRA,GDP|PPP,Annual Average Growth [%],3.377,4.052,2.945,1.996,1.301,1.021,0.769,0.545,0.458,0.398,0.314,0.276,0.285,0.215,0.144,0.109,0.098,0.097,,
OECD Env-Growth,SSP4,R32BRA,GDP|PPP,Annual Average Growth [%],3.235,3.880,3.097,2.590,2.201,1.981,1.734,1.496,1.382,1.278,1.084,0.923,0.839,0.723,0.612,0.541,0.503,0.455,,
OECD Env-Growth,SSP5,R32BRA,GDP|PPP,Annual Average Growth [%],3.195,3.992,4.109,4.356,4.422,4.022,3.544,3.055,2.697,2.387,2.043,1.749,1.563,1.381,1.209,1.029,0.876,0.719,,
PIK GDP-32,SSP1,R32BRA,GDP|PPP,Annual Average Growth [%],3.744,3.418,3.433,3.468,3.638,3.738,3.688,3.020,2.575,2.170,1.660,1.248,1.090,0.866,0.641,0.430,0.270,0.073,,
PIK GDP-32,SSP2,R32BRA,GDP|PPP,Annual Average Growth [%],3.756,3.284,3.127,3.112,3.243,3.307,3.271,2.742,2.451,2.210,1.885,1.631,1.607,1.449,1.284,1.164,1.101,1.046,,
PIK GDP-32,SSP3,R32BRA,GDP|PPP,Annual Average Growth [%],3.750,3.005,2.547,2.352,2.324,2.247,2.129,1.702,1.522,1.407,1.238,1.124,1.164,1.054,0.960,0.911,0.895,0.906,,
PIK GDP-32,SSP4,R32BRA,GDP|PPP,Annual Average Growth [%],3.952,3.454,3.263,3.144,3.177,3.133,2.981,2.397,2.041,1.728,1.312,0.992,0.896,0.701,0.493,0.353,0.300,0.210,,
PIK GDP-32,SSP5,R32BRA,GDP|PPP,Annual Average Growth [%],3.353,3.208,3.416,3.633,3.960,4.190,4.250,3.572,3.143,2.767,2.292,1.923,1.849,1.678,1.526,1.402,1.261,1.069,,
IIASA GDP,SSP1,R32CAN,GDP|PPP,Annual Average Growth [%],2.468,2.612,3.020,2.846,2.581,2.297,2.055,1.854,1.733,1.671,1.599,1.484,1.350,1.214,1.063,0.906,0.766,0.670,,
IIASA GDP,SSP2,R32CAN,GDP|PPP,Annual Average Growth [%],2.512,2.614,2.911,2.632,2.310,2.021,1.796,1.621,1.520,1.475,1.419,1.331,1.220,1.103,0.991,0.889,0.788,0.689,,
IIASA GDP,SSP3,R32CAN,GDP|PPP,Annual Average Growth [%],1.458,0.845,0.847,0.785,0.760,0.751,0.719,0.655,0.607,0.579,0.540,0.485,0.398,0.289,0.178,0.085,0.013,-0.055,,
IIASA GDP,SSP4,R32CAN,GDP|PPP,Annual Average Growth [%],2.635,2.770,2.991,2.536,2.090,1.775,1.573,1.415,1.306,1.229,1.135,1.029,0.907,0.768,0.613,0.460,0.305,0.161,,
IIASA GDP,SSP5,R32CAN,GDP|PPP,Annual Average Growth [%],2.588,2.986,3.706,3.777,3.635,3.394,3.165,2.961,2.830,2.763,2.687,2.555,2.397,2.241,2.086,1.935,1.804,1.704,,
OECD Env-Growth,SSP1,R32CAN,GDP|PPP,Annual Average Growth [%],2.433,2.556,1.903,1.779,1.936,1.958,1.888,1.747,1.646,1.657,1.688,1.638,1.510,1.397,1.239,1.102,1.004,0.925,,
OECD Env-Growth,SSP2,R32CAN,GDP|PPP,Annual Average Growth [%],2.408,2.501,2.036,1.903,1.914,1.872,1.742,1.578,1.474,1.494,1.543,1.543,1.473,1.400,1.302,1.223,1.166,1.114,,
OECD Env-Growth,SSP3,R32CAN,GDP|PPP,Annual Average Growth [%],2.204,2.119,1.482,1.374,1.535,1.604,1.439,1.132,0.859,0.728,0.669,0.562,0.404,0.295,0.191,0.138,0.121,0.074,,
OECD Env-Growth,SSP4,R32CAN,GDP|PPP,Annual Average Growth [%],2.356,2.418,1.943,1.955,2.111,2.010,1.802,1.570,1.419,1.418,1.434,1.377,1.236,1.128,0.990,0.880,0.786,0.669,,
OECD Env-Growth,SSP5,R32CAN,GDP|PPP,Annual Average Growth [%],2.608,2.888,2.773,3.187,3.630,3.641,3.458,3.169,2.935,2.837,2.786,2.722,2.616,2.491,2.346,2.219,2.130,2.075,,
PIK GDP-32,SSP1,R32CAN,GDP|PPP,Annual Average Growth [%],1.606,2.769,2.456,2.249,2.383,2.271,1.977,1.588,1.283,1.238,1.291,1.214,0.971,0.813,0.634,0.569,0.549,0.536,,
PIK GDP-32,SSP2,R32CAN,GDP|PPP,Annual Average Growth [%],1.609,2.662,2.262,2.085,2.258,2.205,1.976,1.651,1.409,1.416,1.504,1.448,1.190,1.001,0.800,0.676,0.626,0.587,,
PIK GDP-32,SSP3,R32CAN,GDP|PPP,Annual Average Growth [%],1.393,2.068,1.284,0.949,1.005,0.864,0.562,0.239,-0.007,-0.005,0.118,0.049,-0.287,-0.467,-0.629,-0.677,-0.647,-0.732,,
PIK GDP-32,SSP4,R32CAN,GDP|PPP,Annual Average Growth [%],1.776,2.820,2.409,2.148,2.252,2.127,1.829,1.478,1.176,1.110,1.125,1.015,0.688,0.509,0.283,0.137,0.066,-0.052,,
PIK GDP-32,SSP5,R32CAN,GDP|PPP,Annual Average Growth [%],1.512,2.970,2.979,2.962,3.253,3.291,3.136,2.812,2.578,2.617,2.723,2.716,2.585,2.398,2.259,2.250,2.226,2.225,,
IIASA GDP,SSP1,R32CAS,GDP|PPP,Annual Average Growth [%],12.364,9.408,7.129,4.900,2.898,1.541,0.854,0.628,0.621,0.690,0.713,0.713,0.680,0.628,0.585,0.549,0.507,0.467,,
IIASA GDP,SSP2,R32CAS,GDP|PPP,Annual Average Growth [%],12.604,9.427,6.889,4.661,2.927,1.837,1.263,1.002,0.891,0.876,0.860,0.845,0.819,0.787,0.777,0.793,0.823,0.849,,
IIASA GDP,SSP3,R32CAS,GDP|PPP,Annual Average Growth [%],12.502,9.394,6.997,4.854,3.171,2.137,1.606,1.365,1.238,1.185,1.144,1.134,1.146,1.166,1.201,1.240,1.277,1.304,,
IIASA GDP,SSP4,R32CAS,GDP|PPP,Annual Average Growth [%],12.478,9.031,6.225,3.821,2.075,1.038,0.526,0.285,0.166,0.121,0.108,0.107,0.110,0.109,0.130,0.163,0.195,0.214,,
IIASA GDP,SSP5,R32CAS,GDP|PPP,Annual Average Growth [%],12.374,9.483,7.251,5.077,3.131,1.827,1.238,1.081,1.098,1.162,1.181,1.179,1.145,1.090,1.046,1.011,0.971,0.936,,
OECD Env-Growth,SSP1,R32CAS,GDP|PPP,Annual Average Growth [%],5.606,5.581,5.604,4.907,4.263,3.543,2.741,1.988,1.550,1.396,1.335,1.103,0.781,0.610,0.477,0.408,0.343,0.224,,
OECD Env-Growth,SSP2,R32CAS,GDP|PPP,Annual Average Growth [%],5.718,5.574,5.308,4.217,3.454,2.865,2.324,1.803,1.547,1.533,1.593,1.507,1.332,1.235,1.182,1.165,1.142,1.080,,
OECD Env-Growth,SSP3,R32CAS,GDP|PPP,Annual Average Growth [%],5.805,5.665,5.161,3.992,3.195,2.591,1.902,1.212,0.878,0.970,1.178,1.239,1.205,1.183,1.140,1.141,1.144,1.127,,
OECD Env-Growth,SSP4,R32CAS,GDP|PPP,Annual Average Growth [%],5.603,5.425,5.254,4.427,3.806,3.094,2.326,1.553,1.156,1.092,1.103,0.962,0.730,0.616,0.529,0.501,0.471,0.381,,
OECD Env-Growth,SSP5,R32CAS,GDP|PPP,Annual Average Growth [%],5.573,5.577,6.165,5.786,5.221,4.230,3.237,2.332,1.811,1.666,1.635,1.433,1.156,1.043,0.954,0.930,0.911,0.836,,
PIK GDP-32,SSP1,R32CAS,GDP|PPP,Annual Average Growth [%],5.542,4.869,4.908,4.721,4.605,4.223,3.799,3.048,2.410,2.068,1.991,1.687,1.154,0.968,0.859,0.919,0.869,0.662,,
PIK GDP-32,SSP2,R32CAS,GDP|PPP,Annual Average Growth [%],5.709,4.797,4.600,4.377,4.178,3.777,3.380,2.775,2.335,2.178,2.225,2.040,1.664,1.522,1.462,1.459,1.441,1.357,,
PIK GDP-32,SSP3,R32CAS,GDP|PPP,Annual Average Growth [%],5.652,4.410,3.907,3.466,3.169,2.650,2.167,1.674,1.367,1.352,1.503,1.413,1.153,1.039,0.967,0.976,0.969,0.926,,
PIK GDP-32,SSP4,R32CAS,GDP|PPP,Annual Average Growth [%],6.014,5.043,4.787,4.390,4.114,3.619,3.137,2.503,1.993,1.774,1.792,1.577,1.118,0.988,0.905,0.928,0.944,0.843,,
PIK GDP-32,SSP5,R32CAS,GDP|PPP,Annual Average Growth [%],5.003,4.446,4.566,4.479,4.435,4.107,3.752,3.052,2.492,2.236,2.259,2.048,1.638,1.607,1.632,1.849,1.879,1.729,,
IIASA GDP,SSP1,R32CHN,GDP|PPP,Annual Average Growth [%],12.168,8.135,5.696,3.836,2.556,1.661,1.182,0.829,0.561,0.320,0.121,-0.040,-0.182,-0.311,-0.431,-0.580,-0.789,-0.972,,
IIASA GDP,SSP2,R32CHN,GDP|PPP,Annual Average Growth [%],12.178,8.010,5.478,3.624,2.431,1.574,1.104,0.744,0.469,0.231,0.061,-0.057,-0.141,-0.212,-0.276,-0.322,-0.344,-0.336,,
IIASA GDP,SSP3,R32CHN,GDP|PPP,Annual Average Growth [%],12.171,7.914,4.916,3.197,2.188,1.476,0.961,0.560,0.264,0.029,-0.109,-0.170,-0.168,-0.129,-0.061,0.030,0.135,0.237,,
IIASA GDP,SSP4,R32CHN,GDP|PPP,Annual Average Growth [%],12.076,7.682,4.531,2.704,1.660,0.929,0.343,-0.148,-0.500,-0.770,-0.934,-1.030,-1.102,-1.181,-1.260,-1.324,-1.364,-1.369,,
IIASA GDP,SSP5,R32CHN,GDP|PPP,Annual Average Growth [%],12.196,8.285,6.002,4.273,3.069,2.260,1.839,1.516,1.253,1.008,0.800,0.622,0.459,0.305,0.159,-0.019,-0.257,-0.470,,
OECD Env-Growth,SSP1,R32CHN,GDP|PPP,Annual Average Growth [%],8.552,8.089,6.948,5.752,4.493,3.297,2.392,1.550,0.860,0.474,0.161,-0.099,-0.354,-0.458,-0.601,-0.693,-0.778,-0.892,,
OECD Env-Growth,SSP2,R32CHN,GDP|PPP,Annual Average Growth [%],8.599,7.866,5.910,4.233,2.971,2.302,1.822,1.314,0.886,0.699,0.536,0.402,0.250,0.177,0.075,0.024,-0.003,-0.014,,
OECD Env-Growth,SSP3,R32CHN,GDP|PPP,Annual Average Growth [%],8.629,7.766,5.312,3.300,1.834,1.221,0.810,0.371,0.044,-0.017,-0.056,-0.075,-0.119,-0.119,-0.145,-0.121,-0.079,-0.019,,
OECD Env-Growth,SSP4,R32CHN,GDP|PPP,Annual Average Growth [%],8.538,7.801,5.902,4.355,3.075,2.308,1.729,1.130,0.628,0.396,0.158,-0.056,-0.283,-0.376,-0.505,-0.568,-0.601,-0.638,,
OECD Env-Growth,SSP5,R32CHN,GDP|PPP,Annual Average Growth [%],8.555,8.327,7.883,6.882,5.412,3.888,2.826,1.922,1.236,0.884,0.606,0.375,0.150,0.073,-0.046,-0.117,-0.185,-0.285,,
PIK GDP-32,SSP1,R32CHN,GDP|PPP,Annual Average Growth [%],8.858,6.494,5.722,4.582,3.466,2.619,1.961,1.424,0.732,0.569,0.361,0.221,-0.097,-0.079,-0.220,-0.322,-0.451,-0.583,,
PIK GDP-32,SSP2,R32CHN,GDP|PPP,Annual Average Growth [%],8.754,6.287,5.417,4.284,3.194,2.373,1.733,1.262,0.689,0.644,0.575,0.572,0.422,0.449,0.347,0.328,0.329,0.346,,
PIK GDP-32,SSP3,R32CHN,GDP|PPP,Annual Average Growth [%],8.749,6.003,4.889,3.627,2.463,1.578,0.859,0.434,-0.028,0.029,0.085,0.176,0.147,0.203,0.166,0.209,0.265,0.347,,
PIK GDP-32,SSP4,R32CHN,GDP|PPP,Annual Average Growth [%],8.912,6.409,5.510,4.277,3.099,2.196,1.486,0.972,0.313,0.192,0.029,-0.059,-0.326,-0.277,-0.395,-0.412,-0.398,-0.430,,
PIK GDP-32,SSP5,R32CHN,GDP|PPP,Annual Average Growth [%],8.437,6.339,5.795,4.840,3.867,3.136,2.575,2.051,1.371,1.238,1.063,0.960,0.695,0.759,0.670,0.635,0.524,0.393,,
IIASA GDP,SSP1,R32EEU,GDP|PPP,Annual Average Growth [%],6.187,4.847,4.267,3.302,2.423,1.758,1.295,1.008,0.914,0.908,0.883,0.815,0.707,0.570,0.414,0.232,0.053,-0.114,,
IIASA GDP,SSP2,R32EEU,GDP|PPP,Annual Average Growth [%],6.247,4.782,4.075,3.085,2.285,1.729,1.379,1.156,1.058,1.037,1.002,0.929,0.836,0.746,0.670,0.608,0.559,0.515,,
IIASA GDP,SSP3,R32EEU,GDP|PPP,Annual Average Growth [%],6.256,4.684,3.837,2.759,1.936,1.391,1.083,0.936,0.883,0.876,0.890,0.915,0.963,1.026,1.089,1.134,1.158,1.163,,
IIASA GDP,SSP4,R32EEU,GDP|PPP,Annual Average Growth [%],6.163,4.497,3.560,2.400,1.545,0.989,0.644,0.410,0.281,0.212,0.148,0.066,-0.010,-0.074,-0.128,-0.177,-0.230,-0.296,,
IIASA GDP,SSP5,R32EEU,GDP|PPP,Annual Average Growth [%],6.217,5.013,4.624,3.826,3.046,2.424,2.020,1.841,1.802,1.799,1.726,1.600,1.429,1.232,1.020,0.786,0.554,0.337,,
OECD Env-Growth,SSP1,R32EEU,GDP|PPP,Annual Average Growth [%],1.480,2.741,3.005,3.108,2.997,2.633,2.160,1.716,1.440,1.257,0.990,0.709,0.452,0.262,0.091,-0.053,-0.182,-0.338,,
OECD Env-Growth,SSP2,R32EEU,GDP|PPP,Annual Average Growth [%],1.501,2.695,2.675,2.467,2.214,2.007,1.762,1.551,1.464,1.432,1.291,1.141,0.994,0.862,0.749,0.660,0.593,0.543,,
OECD Env-Growth,SSP3,R32EEU,GDP|PPP,Annual Average Growth [%],1.527,2.627,2.276,1.824,1.389,1.158,0.940,0.794,0.796,0.862,0.854,0.855,0.851,0.809,0.763,0.741,0.739,0.757,,
OECD Env-Growth,SSP4,R32EEU,GDP|PPP,Annual Average Growth [%],1.456,2.580,2.550,2.464,2.226,1.956,1.641,1.387,1.281,1.236,1.043,0.827,0.618,0.452,0.307,0.204,0.121,0.023,,
OECD Env-Growth,SSP5,R32EEU,GDP|PPP,Annual Average Growth [%],1.480,2.820,3.479,3.868,3.846,3.397,2.885,2.416,2.129,1.945,1.658,1.342,1.055,0.844,0.671,0.532,0.411,0.259,,
PIK GDP-32,SSP1,R32EEU,GDP|PPP,Annual Average Growth [%],3.886,4.563,4.149,3.631,3.158,2.619,2.001,1.471,1.264,1.177,0.897,0.585,0.237,0.090,-0.058,-0.088,-0.144,-0.305,,
PIK GDP-32,SSP2,R32EEU,GDP|PPP,Annual Average Growth [%],4.019,4.555,4.008,3.462,2.976,2.450,1.884,1.454,1.363,1.430,1.323,1.182,0.997,0.869,0.728,0.630,0.574,0.561,,
PIK GDP-32,SSP3,R32EEU,GDP|PPP,Annual Average Growth [%],3.980,4.232,3.401,2.730,2.169,1.557,0.928,0.577,0.594,0.782,0.841,0.864,0.847,0.753,0.636,0.596,0.594,0.643,,
PIK GDP-32,SSP4,R32EEU,GDP|PPP,Annual Average Growth [%],4.283,4.780,4.194,3.549,2.984,2.366,1.696,1.221,1.084,1.084,0.882,0.650,0.359,0.214,0.019,-0.089,-0.136,-0.234,,
PIK GDP-32,SSP5,R32EEU,GDP|PPP,Annual Average Growth [%],3.509,4.422,4.238,3.909,3.587,3.177,2.655,2.127,1.923,1.857,1.588,1.252,0.918,0.748,0.674,0.759,0.750,0.604,,
IIASA GDP,SSP1,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],6.229,6.105,5.594,3.872,2.341,1.286,0.692,0.464,0.492,0.631,0.730,0.760,0.721,0.639,0.548,0.457,0.371,0.279,,
IIASA GDP,SSP2,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],6.322,6.030,5.341,3.593,2.215,1.357,0.920,0.709,0.694,0.788,0.874,0.909,0.896,0.856,0.814,0.784,0.765,0.741,,
IIASA GDP,SSP3,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],6.366,5.978,5.147,3.310,1.927,1.127,0.774,0.637,0.628,0.721,0.856,0.988,1.102,1.187,1.241,1.273,1.292,1.295,,
IIASA GDP,SSP4,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],6.247,5.758,4.847,2.935,1.507,0.650,0.218,-0.023,-0.105,-0.075,-0.025,0.013,0.024,0.011,-0.013,-0.033,-0.056,-0.096,,
IIASA GDP,SSP5,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],6.252,6.254,5.930,4.380,2.946,1.909,1.424,1.288,1.367,1.504,1.572,1.556,1.462,1.330,1.192,1.058,0.927,0.784,,
OECD Env-Growth,SSP1,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],3.836,3.813,4.223,4.399,4.198,3.535,2.805,2.189,1.864,1.723,1.519,1.186,0.802,0.568,0.419,0.320,0.226,0.055,,
OECD Env-Growth,SSP2,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],3.852,3.671,3.529,3.248,2.930,2.599,2.245,1.966,1.906,1.970,1.926,1.755,1.515,1.348,1.240,1.167,1.094,0.990,,
OECD Env-Growth,SSP3,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],3.877,3.561,2.960,2.322,1.754,1.458,1.167,0.976,1.052,1.289,1.439,1.430,1.332,1.260,1.228,1.235,1.235,1.197,,
OECD Env-Growth,SSP4,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],3.802,3.572,3.424,3.238,2.912,2.556,2.155,1.837,1.760,1.795,1.680,1.422,1.099,0.892,0.752,0.657,0.559,0.407,,
OECD Env-Growth,SSP5,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],3.830,3.953,4.966,5.428,5.205,4.336,3.529,2.889,2.561,2.409,2.174,1.824,1.445,1.214,1.065,0.957,0.850,0.668,,
PIK GDP-32,SSP1,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],2.428,2.607,2.875,3.075,3.164,2.880,2.491,1.874,1.638,1.703,1.651,1.331,0.799,0.574,0.538,0.643,0.604,0.366,,
PIK GDP-32,SSP2,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],2.665,2.625,2.673,2.774,2.791,2.475,2.112,1.655,1.615,1.852,1.938,1.756,1.372,1.202,1.156,1.153,1.133,1.038,,
PIK GDP-32,SSP3,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],2.561,2.151,1.827,1.717,1.571,1.103,0.622,0.280,0.408,0.836,1.102,1.041,0.796,0.690,0.714,0.789,0.814,0.761,,
PIK GDP-32,SSP4,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],2.985,2.895,2.894,2.875,2.793,2.374,1.904,1.394,1.273,1.441,1.457,1.208,0.713,0.517,0.440,0.424,0.398,0.231,,
PIK GDP-32,SSP5,R32EEU-FSU,GDP|PPP,Annual Average Growth [%],2.062,2.488,3.007,3.402,3.636,3.469,3.183,2.578,2.360,2.415,2.336,2.041,1.610,1.454,1.496,1.650,1.587,1.315,,
IIASA GDP,SSP1,R32EFTA,GDP|PPP,Annual Average Growth [%],2.386,2.134,2.340,2.301,2.188,2.055,1.928,1.798,1.691,1.615,1.523,1.410,1.289,1.186,1.094,0.995,0.905,0.831,,
IIASA GDP,SSP2,R32EFTA,GDP|PPP,Annual Average Growth [%],2.418,2.125,2.256,2.148,1.994,1.845,1.724,1.610,1.517,1.446,1.367,1.281,1.197,1.127,1.060,0.982,0.898,0.814,,
IIASA GDP,SSP3,R32EFTA,GDP|PPP,Annual Average Growth [%],1.918,1.232,1.123,1.033,0.972,0.932,0.890,0.824,0.758,0.687,0.613,0.553,0.495,0.434,0.365,0.296,0.229,0.164,,
IIASA GDP,SSP4,R32EFTA,GDP|PPP,Annual Average Growth [%],2.465,2.173,2.256,2.044,1.814,1.636,1.516,1.409,1.322,1.235,1.125,1.011,0.894,0.788,0.685,0.570,0.443,0.311,,
IIASA GDP,SSP5,R32EFTA,GDP|PPP,Annual Average Growth [%],2.492,2.433,2.872,3.015,3.003,2.909,2.802,2.680,2.577,2.505,2.418,2.298,2.168,2.054,1.957,1.863,1.785,1.724,,
OECD Env-Growth,SSP1,R32EFTA,GDP|PPP,Annual Average Growth [%],2.153,2.280,1.962,2.023,2.013,1.887,1.780,1.693,1.624,1.559,1.504,1.423,1.304,1.203,1.082,0.975,0.888,0.819,,
OECD Env-Growth,SSP2,R32EFTA,GDP|PPP,Annual Average Growth [%],2.126,2.181,1.688,1.587,1.541,1.583,1.619,1.674,1.699,1.684,1.663,1.618,1.529,1.452,1.359,1.261,1.175,1.104,,
OECD Env-Growth,SSP3,R32EFTA,GDP|PPP,Annual Average Growth [%],1.950,1.837,1.243,0.983,0.796,0.638,0.466,0.419,0.424,0.409,0.413,0.365,0.248,0.169,0.065,-0.010,-0.062,-0.138,,
OECD Env-Growth,SSP4,R32EFTA,GDP|PPP,Annual Average Growth [%],2.075,2.138,1.921,1.997,1.986,1.788,1.584,1.480,1.421,1.368,1.312,1.219,1.078,0.984,0.869,0.768,0.680,0.572,,
OECD Env-Growth,SSP5,R32EFTA,GDP|PPP,Annual Average Growth [%],2.298,2.584,2.636,2.941,3.034,2.860,2.726,2.671,2.656,2.646,2.624,2.588,2.517,2.424,2.309,2.202,2.116,2.068,,
